portalTime,longitude,latitude
"2016-12-16 17:00:38",-122.449364,48.784169
"2016-12-16 17:00:48",-122.454504,48.783082
"2016-12-16 17:00:55",-122.454647,48.783053
"2016-12-16 17:01:02",-122.449843,48.784108
"2016-12-16 17:01:11",-122.443467,48.785549
"2016-12-16 17:01:15",-122.434373,48.78725
"2016-12-16 17:01:20",-122.439293,48.786313
"2016-12-16 17:01:24",-122.438693,48.78647
"2016-12-16 17:01:29",-122.434321,48.787238
"2016-12-16 17:01:33",-122.433506,48.787478
"2016-12-16 17:01:39",-122.433306,48.787307
"2016-12-16 17:01:43",-122.432863,48.787361
"2016-12-16 17:01:48",-122.432538,48.787325
"2016-12-16 17:01:52",-122.427939,48.788958
"2016-12-16 17:01:57",-122.426938,48.789246
"2016-12-16 17:02:01",-122.425228,48.789372
"2016-12-16 17:02:23",-122.434351,48.787751
"2016-12-16 17:02:28",-122.43413,48.787716
"2016-12-16 17:02:34",-122.435956,48.787357
"2016-12-16 17:02:38",-122.440802,48.786264
"2016-12-16 17:02:42",-122.438963,48.786715
"2016-12-16 17:02:47",-122.438817,48.786673
"2016-12-16 17:02:51",-122.437005,48.787145
"2016-12-16 17:02:55",-122.435599,48.787493
"2016-12-16 17:02:59",-122.437411,48.787107
"2016-12-16 17:03:04",-122.43586,48.787545
"2016-12-16 17:03:08",-122.436343,48.787455
"2016-12-16 17:03:14",-122.436625,48.78737
"2016-12-16 17:03:18",-122.436435,48.787445
"2016-12-16 17:03:22",-122.435218,48.787772
"2016-12-16 17:03:26",-122.435879,48.787479
"2016-12-16 17:03:32",-122.437195,48.78731
"2016-12-16 17:03:37",-122.439088,48.786947
"2016-12-16 17:03:42",-122.439346,48.786893
"2016-12-16 17:03:48",-122.438867,48.787036
"2016-12-16 17:03:53",-122.439282,48.786935
"2016-12-16 17:03:57",-122.43944,48.786904
"2016-12-16 17:04:02",-122.439203,48.786997
"2016-12-16 17:04:07",-122.439228,48.787014
"2016-12-16 17:04:12",-122.439395,48.786978
"2016-12-16 17:04:17",-122.439158,48.787025
"2016-12-16 17:04:22",-122.439036,48.787057
"2016-12-16 17:04:26",-122.438828,48.787132
"2016-12-16 17:04:31",-122.439284,48.787065
"2016-12-16 17:04:37",-122.439269,48.787111
"2016-12-16 17:04:42",-122.439498,48.787064
"2016-12-16 17:04:47",-122.440146,48.786927
"2016-12-16 17:04:52",-122.440244,48.786896
"2016-12-16 17:04:57",-122.440479,48.786866
"2016-12-16 17:05:02",-122.440509,48.786914
"2016-12-16 17:05:06",-122.440531,48.786958
"2016-12-16 17:05:11",-122.440084,48.787109
"2016-12-16 17:05:15",-122.440483,48.787043
"2016-12-16 17:05:21",-122.440746,48.786989
"2016-12-16 17:05:27",-122.440887,48.787017
"2016-12-16 17:05:31",-122.440812,48.787007
"2016-12-16 17:05:35",-122.440882,48.787013
"2016-12-16 17:05:39",-122.440861,48.787049
"2016-12-16 17:05:44",-122.440836,48.787104
"2016-12-16 17:05:48",-122.440895,48.787134
"2016-12-16 17:05:53",-122.440981,48.787155
"2016-12-16 17:05:58",-122.441021,48.787182
"2016-12-16 17:06:03",-122.440954,48.787222
"2016-12-16 17:06:08",-122.44111,48.787215
"2016-12-16 17:06:12",-122.441266,48.787199
"2016-12-16 17:06:17",-122.441826,48.787104
"2016-12-16 17:06:22",-122.441969,48.787136
"2016-12-16 17:06:27",-122.441982,48.787161
"2016-12-16 17:06:33",-122.44199,48.787226
"2016-12-16 17:06:40",-122.450011,48.784111
"2016-12-16 17:06:44",-122.45002,48.78421
"2016-12-16 17:06:52",-122.44216,48.787405
"2016-12-16 17:06:57",-122.442092,48.78743
"2016-12-16 17:07:02",-122.442097,48.787349
"2016-12-16 17:07:06",-122.442282,48.787287
"2016-12-16 17:07:10",-122.442581,48.78729
"2016-12-16 17:07:15",-122.442792,48.787199
"2016-12-16 17:07:19",-122.443049,48.787148
"2016-12-16 17:07:23",-122.443183,48.787193
"2016-12-16 17:07:28",-122.44311,48.787379
