vdsTime,longitude,latitude
"2016-11-02 00:00:00",-122.453661,48.789165
"2016-11-02 00:00:13",-122.45366,48.789165
"2016-11-02 00:00:23",-122.45366,48.789166
"2016-11-02 00:01:00",-122.453659,48.789167
"2016-11-02 13:48:17",-122.45366,48.789255
"2016-11-02 13:48:24",-122.45366,48.789255
"2016-11-02 13:49:18",-122.453659,48.789255
"2016-11-02 13:49:33",-122.453658,48.789254
"2016-11-02 13:49:37",-122.453658,48.789254
"2016-11-02 13:49:44",-122.453658,48.789255
"2016-11-02 13:49:51",-122.453658,48.789254
"2016-11-02 13:50:24",-122.453657,48.789253
"2016-11-02 13:50:38",-122.453656,48.789253
"2016-11-02 13:50:43",-122.453656,48.789253
"2016-11-02 13:50:51",-122.453655,48.789253
"2016-11-02 13:50:56",-122.453655,48.789254
"2016-11-02 13:51:02",-122.453654,48.789255
"2016-11-02 13:51:11",-122.453654,48.789255
"2016-11-02 13:51:30",-122.453654,48.789255
"2016-11-02 13:51:54",-122.453653,48.789256
"2016-11-02 13:52:00",-122.453653,48.789256
"2016-11-02 13:52:08",-122.453652,48.789257
"2016-11-02 13:52:13",-122.453652,48.789257
"2016-11-02 13:52:26",-122.453652,48.789256
"2016-11-02 13:52:37",-122.453651,48.789256
"2016-11-02 13:52:42",-122.453651,48.789257
"2016-11-02 13:52:46",-122.45365,48.789258
"2016-11-02 13:52:54",-122.453648,48.78926
"2016-11-02 13:53:00",-122.453648,48.789262
"2016-11-02 13:53:32",-122.453649,48.789263
"2016-11-02 13:53:39",-122.45365,48.789262
"2016-11-02 13:53:47",-122.45365,48.789263
"2016-11-02 13:53:56",-122.45365,48.789262
"2016-11-02 13:54:15",-122.45365,48.789262
"2016-11-02 13:54:20",-122.453649,48.789262
"2016-11-02 13:54:26",-122.453649,48.789263
"2016-11-02 13:54:45",-122.453649,48.789262
"2016-11-02 13:54:58",-122.453648,48.789262
"2016-11-02 13:55:02",-122.453648,48.789261
"2016-11-02 13:55:07",-122.453648,48.78926
"2016-11-02 13:55:12",-122.453648,48.789259
"2016-11-02 13:55:17",-122.453648,48.789258
"2016-11-02 13:55:23",-122.453648,48.789257
"2016-11-02 13:55:45",-122.453648,48.789257
"2016-11-02 13:55:59",-122.453648,48.789256
"2016-11-02 13:56:13",-122.453648,48.789255
"2016-11-02 13:56:19",-122.453647,48.789255
"2016-11-02 13:56:27",-122.453647,48.789255
"2016-11-02 13:56:43",-122.453647,48.789255
"2016-11-02 13:57:09",-122.453647,48.789255
"2016-11-02 13:57:24",-122.453647,48.789255
