portalTime,longitude,latitude
"2016-12-17 05:12:23",-122.449587,48.783451
"2016-12-17 05:12:27",-122.448451,48.781986
"2016-12-17 05:12:32",-122.445648,48.777466
"2016-12-17 05:12:37",-122.44157,48.771039
"2016-12-17 05:12:41",-122.43749,48.765445
"2016-12-17 05:12:45",-122.438901,48.767364
"2016-12-17 05:12:49",-122.4343,48.760476
"2016-12-17 05:12:53",-122.434155,48.760106
"2016-12-17 05:12:58",-122.429986,48.753551
"2016-12-17 05:13:03",-122.433438,48.757565
"2016-12-17 05:13:07",-122.434468,48.758947
"2016-12-17 05:13:12",-122.434173,48.758884
"2016-12-17 05:13:16",-122.433052,48.757877
"2016-12-17 05:13:21",-122.432236,48.756468
"2016-12-17 05:13:25",-122.432162,48.755977
"2016-12-17 05:13:30",-122.432175,48.755676
"2016-12-17 05:13:34",-122.431911,48.754889
"2016-12-17 05:13:38",-122.432811,48.755848
"2016-12-17 05:13:43",-122.43496,48.758122
"2016-12-17 05:13:47",-122.436698,48.759757
"2016-12-17 05:13:52",-122.438689,48.761797
"2016-12-17 05:13:56",-122.440052,48.763014
"2016-12-17 05:14:01",-122.441059,48.763451
"2016-12-17 05:14:05",-122.442072,48.763912
"2016-12-17 05:14:09",-122.442585,48.763814
"2016-12-17 05:14:13",-122.4433,48.764011
"2016-12-17 05:14:17",-122.443506,48.763541
"2016-12-17 05:14:21",-122.442915,48.762205
"2016-12-17 05:14:26",-122.43469,48.7561
"2016-12-17 05:14:31",-122.433748,48.755488
"2016-12-17 05:14:36",-122.431338,48.752685
"2016-12-17 05:14:41",-122.431237,48.75263
"2016-12-17 05:14:46",-122.4316,48.752745
"2016-12-17 05:14:50",-122.431832,48.752788
"2016-12-17 05:14:54",-122.431991,48.75262
"2016-12-17 05:14:59",-122.432145,48.752505
"2016-12-17 05:15:03",-122.432153,48.752219
"2016-12-17 05:15:07",-122.432196,48.751695
"2016-12-17 05:15:12",-122.431883,48.750649
"2016-12-17 05:15:19",-122.432767,48.75063
"2016-12-17 05:15:24",-122.433289,48.750576
"2016-12-17 05:15:29",-122.432817,48.750491
"2016-12-17 05:15:33",-122.433374,48.750462
"2016-12-17 05:15:37",-122.432903,48.750588
"2016-12-17 05:15:42",-122.43414,48.750587
"2016-12-17 05:15:48",-122.435746,48.750862
"2016-12-17 05:15:52",-122.437039,48.751073
"2016-12-17 05:15:56",-122.43767,48.751187
"2016-12-17 05:16:02",-122.438588,48.751052
"2016-12-17 05:16:06",-122.439227,48.751744
"2016-12-17 05:16:11",-122.440106,48.751873
"2016-12-17 05:16:16",-122.441824,48.752623
"2016-12-17 05:16:20",-122.442587,48.752836
"2016-12-17 05:16:24",-122.442932,48.752675
"2016-12-17 05:16:28",-122.444342,48.753624
"2016-12-17 05:16:33",-122.445784,48.754418
"2016-12-17 05:16:37",-122.446249,48.754346
"2016-12-17 05:16:42",-122.447108,48.754651
"2016-12-17 05:16:47",-122.448398,48.755146
"2016-12-17 05:16:52",-122.449126,48.755091
"2016-12-17 05:16:56",-122.449883,48.755257
"2016-12-17 05:17:00",-122.450531,48.75536
"2016-12-17 05:17:04",-122.451419,48.755773
"2016-12-17 05:17:08",-122.452926,48.756236
